Compounds,InChI
C6MOHCOPAN,"InChI=1S/C8H9NO8/c1-4(7(12)8(13)5(2)10)3-6(11)16-17-9(14)15/h3,8,13H,1-2H3"
C7CO2OHPAN,"InChI=1S/C8H9NO8/c1-4(8(13)16-17-9(14)15)3-6(11)7(12)5(2)10/h3,7,12H,1-2H3"
C829NO3,"InChI=1S/C8H13NO6/c1-8(2,15-9(13)14)5-7(12)6(11)3-4-10/h10H,3-5H2,1-2H3"
C82NO3,"InChI=1S/C8H15NO5/c1-3-6(10)5-8(7(11)4-2)14-9(12)13/h7-8,11H,3-5H2,1-2H3"
C6EO2OHPAN,"InChI=1S/C9H11NO8/c1-3-6(9(14)17-18-10(15)16)4-7(12)8(13)5(2)11/h4,8,13H,3H2,1-2H3"
C7MJPPAN,"InChI=1S/C9H11NO8/c1-3-6(11)9(14)8(13)5(2)4-7(12)17-18-10(15)16/h4,9,14H,3H2,1-2H3"
C7MOHCOPAN,"InChI=1S/C9H11NO8/c1-4(7(12)8(13)6(3)11)5(2)9(14)17-18-10(15)16/h8,13H,1-3H3"
C927NO3,"InChI=1S/C9H15NO5/c1-7(4-5-11)8(12)6-9(2,3)15-10(13)14/h11H,1,4-6H2,2-3H3"
C93NO3,"InChI=1S/C9H17NO5/c1-3-5-8(12)9(15-10(13)14)6-7(11)4-2/h8-9,12H,3-6H2,1-2H3"
C98NO3,"InChI=1S/C9H15NO6/c1-6(12)8(13)4-7(5-11)9(2,3)16-10(14)15/h7,11H,4-5H2,1-3H3"
LMKANO3,"InChI=1S/C9H15NO5/c1-6(11)7-3-4-9(2,8(12)5-7)15-10(13)14/h7-8,12H,3-5H2,1-2H3"
LMKBNO3,"InChI=1S/C9H15NO5/c1-6(11)7-3-4-9(2,12)8(5-7)15-10(13)14/h7-8,12H,3-5H2,1-2H3"
C103NO3,"InChI=1S/C10H19NO5/c1-3-5-6-9(13)10(16-11(14)15)7-8(12)4-2/h9-10,13H,3-7H2,1-2H3"
C920PAN,"InChI=1S/C10H15NO7/c1-10(2)6(3-7(10)8(13)5-12)4-9(14)17-18-11(15)16/h6-7,12H,3-5H2,1-2H3"
C113NO3,"InChI=1S/C11H21NO5/c1-3-5-6-7-10(14)11(17-12(15)16)8-9(13)4-2/h10-11,14H,3-8H2,1-2H3"
C123NO3,"InChI=1S/C12H23NO5/c1-3-5-6-7-8-11(15)12(18-13(16)17)9-10(14)4-2/h11-12,15H,3-9H2,1-2H3"
C133NO3,"InChI=1S/C13H21NO7/c1-9(16)4-5-12(21-14(19)20)13(2,3)8-11(18)10(17)6-7-15/h12,15H,4-8H2,1-3H3"
BCKANO3,"InChI=1S/C14H23NO5/c1-13(2)8-9-10(13)6-7-14(3,20-15(18)19)12(17)5-4-11(9)16/h9-10,12,17H,4-8H2,1-3H3"
BCKBNO3,"InChI=1S/C14H23NO5/c1-13(2)8-9-10(13)6-7-14(3,17)12(20-15(18)19)5-4-11(9)16/h9-10,12,17H,4-8H2,1-3H3"
C142NO3,"InChI=1S/C14H23NO5/c1-10(7-8-16)14(20-15(18)19)9-13(3,4)12(14)6-5-11(2)17/h12,16H,1,5-9H2,2-4H3"
C143NO3,"InChI=1S/C14H23NO6/c1-10(7-8-16)12(18)9-14(3,4)13(21-15(19)20)6-5-11(2)17/h13,16H,1,5-9H2,2-4H3"
NMGLYOX,"InChI=1S/C3H3NO5/c5-1-3(6)2-9-4(7)8/h1H,2H2"
C312COPAN,"InChI=1S/C4H3NO7/c6-2-3(7)1-4(8)11-12-5(9)10/h2H,1H2"
C4CONO3CO,"InChI=1S/C4H5NO5/c1-3(7)4(2-6)10-5(8)9/h2,4H,1H3"
NCO23CHO,"InChI=1S/C4H3NO6/c6-1-3(7)4(8)2-11-5(9)10/h1H,2H2"
C4CO2DBPAN,InChI=1S/C5H3NO7/c7-3-4(8)1-2-5(9)12-13-6(10)11/h1-3H
C4M22CONO3,"InChI=1S/C5H7NO5/c1-4(8)5(2,3-7)11-6(9)10/h3H,1-2H3"
C512NO3,"InChI=1S/C5H7NO5/c7-3-1-5(8)2-4-11-6(9)10/h3H,1-2,4H2"
CHOC3COPAN,"InChI=1S/C5H5NO7/c7-2-1-4(8)3-5(9)12-13-6(10)11/h2H,1,3H2"
INANCOCHO,"InChI=1S/C5H6N2O8/c1-5(3-8,15-7(12)13)4(9)2-14-6(10)11/h3H,2H2,1H3"
C511PAN,"InChI=1S/C6H7NO7/c1-4(9)5(2-3-8)6(10)13-14-7(11)12/h3,5H,2H2,1H3"
C5124COPAN,"InChI=1S/C6H5NO8/c8-3-5(10)1-4(9)2-6(11)14-15-7(12)13/h3H,1-2H2"
C512PAN,"InChI=1S/C6H7NO7/c8-4-3-5(9)1-2-6(10)13-14-7(11)12/h4H,1-3H2"
C515PAN,"InChI=1S/C6H5NO8/c8-2-1-4(9)5(10)3-6(11)14-15-7(12)13/h2H,1,3H2"
C5CO2DBPAN,"InChI=1S/C6H5NO7/c1-4(2-5(9)3-8)6(10)13-14-7(11)12/h2-3H,1H3"
C5DBCO2PAN,"InChI=1S/C6H5NO7/c1-4(5(9)3-8)2-6(10)13-14-7(11)12/h2-3H,1H3"
C626NO3,"InChI=1S/C6H9NO5/c1-5(9)6(2-3-8)4-12-7(10)11/h3,6H,2,4H2,1H3"
C6COCHOPAN,"InChI=1S/C6H7NO7/c8-3-1-2-5(9)4-6(10)13-14-7(11)12/h3H,1-2,4H2"
C4DBM2PAN,"InChI=1S/C7H7NO7/c1-4(6(10)3-9)5(2)7(11)14-15-8(12)13/h3H,1-2H3"
C617PAN,"InChI=1S/C7H9NO7/c1-7(2,4-9)5(10)3-6(11)14-15-8(12)13/h4H,3H2,1-2H3"
C618PAN,"InChI=1S/C7H9NO7/c1-7(2,5(10)3-4-9)6(11)14-15-8(12)13/h4H,3H2,1-2H3"
C626PAN,"InChI=1S/C7H9NO7/c1-5(10)6(2-3-9)4-7(11)14-15-8(12)13/h3,6H,2,4H2,1H3"
C717NO3,"InChI=1S/C7H9NO6/c1-5(10)7(11)4-6(2-3-9)14-8(12)13/h3,6H,2,4H2,1H3"
C718NO3,"InChI=1S/C7H11NO5/c1-7(2,5-9)6(10)3-4-13-8(11)12/h5H,3-4H2,1-2H3"
C731NO3,"InChI=1S/C7H11NO5/c1-6(10)7(2-4-9)3-5-13-8(11)12/h4,7H,2-3,5H2,1H3"
C7CO2DBPAN,"InChI=1S/C7H7NO7/c1-2-5(3-6(10)4-9)7(11)14-15-8(12)13/h3-4H,2H2,1H3"
NC61CO3H,"InChI=1S/C7H7NO9/c1-7(6(12)16-15,17-8(13)14)5(11)2-4(10)3-9/h3,15H,2H2,1H3"
NC6PAN1,"InChI=1S/C7H6N2O11/c1-7(19-8(14)15,5(12)2-4(11)3-10)6(13)18-20-9(16)17/h3H,2H2,1H3"
C4DBMEPAN,"InChI=1S/C8H9NO7/c1-3-6(7(11)4-10)5(2)8(12)15-16-9(13)14/h4H,3H2,1-2H3"
C718PAN,"InChI=1S/C8H11NO7/c1-8(2,5-10)6(11)3-4-7(12)15-16-9(13)14/h5H,3-4H2,1-2H3"
C731PAN,"InChI=1S/C8H11NO7/c1-6(11)7(4-5-10)2-3-8(12)15-16-9(13)14/h5,7H,2-4H2,1H3"
C8CO2DBPAN,"InChI=1S/C8H9NO7/c1-2-3-6(4-7(11)5-10)8(12)15-16-9(13)14/h4-5H,2-3H2,1H3"
C8DBCO2PAN,"InChI=1S/C8H9NO7/c1-5(2)7(3-6(11)4-10)8(12)15-16-9(13)14/h3-5H,1-2H3"
C87PAN,"InChI=1S/C9H11NO8/c1-9(2,5-12)6(4-11)7(13)3-8(14)17-18-10(15)16/h4-6H,3H2,1-2H3"
C915NO3,"InChI=1S/C9H13NO5/c1-9(2)6(5-11)7(12)3-4-8(9)15-10(13)14/h5-6,8H,3-4H2,1-2H3"
C916NO3,"InChI=1S/C9H13NO6/c1-9(2,16-10(14)15)7(6-12)8(13)4-3-5-11/h5-7H,3-4H2,1-2H3"
C918NO3,"InChI=1S/C9H13NO5/c1-9(2)6(7(12)3-4-11)5-8(9)15-10(13)14/h4,6,8H,3,5H2,1-2H3"
C919NO3,"InChI=1S/C9H13NO6/c1-9(2,16-10(14)15)7(3-5-11)8(13)4-6-12/h5-7H,3-4H2,1-2H3"
C930NO3,"InChI=1S/C9H13NO6/c1-9(2,16-10(14)15)6-8(13)7(12)4-3-5-11/h5H,3-4,6H2,1-2H3"
C1010NO3,"InChI=1S/C10H15NO5/c1-8(5-4-6-12)9(13)7-10(2,3)16-11(14)15/h6H,1,4-5,7H2,2-3H3"
C1012NO3,"InChI=1S/C10H17NO5/c1-8(13)4-5-9(16-11(14)15)10(2,3)6-7-12/h7,9H,4-6H2,1-3H3"
C106NO3,"InChI=1S/C10H15NO6/c1-7(13)9(6-8(14)4-5-12)10(2,3)17-11(15)16/h5,9H,4,6H2,1-3H3"
C108NO3,"InChI=1S/C10H15NO6/c1-7(13)9(14)6-8(4-5-12)10(2,3)17-11(15)16/h5,8H,4,6H2,1-3H3"
NLIMALOOH,"InChI=1S/C10H17NO7/c1-8(13)3-4-9(5-6-12)10(2,18-16)7-17-11(14)15/h6,9,16H,3-5,7H2,1-2H3"
PINALNO3,"InChI=1S/C10H15NO5/c1-7(13)8-6-10(4-5-12,9(8,2)3)16-11(14)15/h5,8H,4,6H2,1-3H3"
C116NO3,"InChI=1S/C11H17NO5/c1-11(2)7-8(9(11)3-5-13)10(14)4-6-17-12(15)16/h5,8-9H,3-4,6-7H2,1-2H3"
C116PAN,"InChI=1S/C12H17NO7/c1-12(2)7-8(9(12)5-6-14)10(15)3-4-11(16)19-20-13(17)18/h6,8-9H,3-5,7H2,1-2H3"
C1210NO3,"InChI=1S/C12H19NO5/c1-12(2)8-9(11(15)4-3-6-14)10(12)5-7-18-13(16)17/h6,9-10H,3-5,7-8H2,1-2H3"
C1210PAN,"InChI=1S/C13H19NO7/c1-13(2)8-9(11(16)4-3-7-15)10(13)5-6-12(17)20-21-14(18)19/h7,9-10H,3-6,8H2,1-2H3"
NBCALOOH,"InChI=1S/C15H25NO7/c1-11(18)5-6-12-13(9-14(12,2)3)15(23-21,7-4-8-17)10-22-16(19)20/h8,12-13,21H,4-7,9-10H2,1-3H3"
H3NCO2CHO,"InChI=1S/C4H5NO6/c6-1-3(7)4(8)2-11-5(9)10/h1,3,7H,2H2"
HMVKNGLYOX,"InChI=1S/C4H5NO6/c6-1-3(8)4(2-7)11-5(9)10/h1,4,7H,2H2"
INB1GLYOX,"InChI=1S/C5H7NO6/c1-5(3-8,4(9)2-7)12-6(10)11/h2,8H,3H2,1H3"
INCGLYOX,"InChI=1S/C5H7NO6/c1-5(9,4(8)2-7)3-12-6(10)11/h2,9H,3H2,1H3"
C5CO2OHPAN,"InChI=1S/C6H5NO8/c8-3-5(10)4(9)1-2-6(11)14-15-7(12)13/h1-3,5,10H"
C6CO2OHPAN,"InChI=1S/C7H7NO8/c1-4(7(12)5(10)3-9)2-6(11)15-16-8(13)14/h2-3,5,10H,1H3"
C5M2OHOPAN,"InChI=1S/C8H9NO8/c1-4(7(12)6(11)3-10)5(2)8(13)16-17-9(14)15/h3,6,11H,1-2H3"
C7OHCO2PAN,"InChI=1S/C8H9NO8/c1-2-5(8(13)6(11)4-10)3-7(12)16-17-9(14)15/h3-4,6,11H,2H2,1H3"
C5MEJPAN,"InChI=1S/C9H11NO8/c1-3-6(8(13)7(12)4-11)5(2)9(14)17-18-10(15)16/h4,7,12H,3H2,1-2H3"
C8CO2OHPAN,"InChI=1S/C9H11NO8/c1-5(2)6(9(14)7(12)4-11)3-8(13)17-18-10(15)16/h3-5,7,12H,1-2H3"
C8OHCO2PAN,"InChI=1S/C9H11NO8/c1-2-3-6(9(14)7(12)5-11)4-8(13)17-18-10(15)16/h4-5,7,12H,2-3H2,1H3"
LIMALNO3,"InChI=1S/C10H17NO6/c1-8(14)3-4-9(5-6-12)10(2,7-13)17-11(15)16/h6,9,13H,3-5,7H2,1-2H3"
NLIMALOH,"InChI=1S/C10H17NO6/c1-8(13)3-4-9(5-6-12)10(2,14)7-17-11(15)16/h6,9,14H,3-5,7H2,1-2H3"
C117NO3,"InChI=1S/C11H17NO6/c1-10(2)7-11(18-12(16)17,8(10)3-5-13)9(15)4-6-14/h5,8,14H,3-4,6-7H2,1-2H3"
C118NO3,"InChI=1S/C11H17NO7/c1-11(2,7-9(16)8(15)3-5-13)10(4-6-14)19-12(17)18/h6,10,13H,3-5,7H2,1-2H3"
C1215NO3,"InChI=1S/C12H19NO7/c1-12(2,11(5-7-15)20-13(18)19)8-10(17)9(16)4-3-6-14/h6,11,15H,3-5,7-8H2,1-2H3"
C128NO3,"InChI=1S/C12H19NO6/c1-9(4-6-14)10(16)8-12(2,3)11(5-7-15)19-13(17)18/h7,11,14H,1,4-6,8H2,2-3H3"
C1312NO3,"InChI=1S/C13H21NO6/c1-10(5-4-7-15)11(17)9-13(2,3)12(6-8-16)20-14(18)19/h7,12,16H,1,4-6,8-9H2,2-3H3"
BCALNO3,"InChI=1S/C15H25NO6/c1-11(19)5-6-12-13(9-14(12,2)3)15(10-18,7-4-8-17)22-16(20)21/h8,12-13,18H,4-7,9-10H2,1-3H3"
NBCALOH,"InChI=1S/C15H25NO6/c1-11(18)5-6-12-13(9-14(12,2)3)15(19,7-4-8-17)10-22-16(20)21/h8,12-13,19H,4-7,9-10H2,1-3H3"
NC3CO2H,"InChI=1S/C4H5NO5/c6-4(7)2-1-3-10-5(8)9/h1-2H,3H2,(H,6,7)"
C3MNO3CO2H,"InChI=1S/C5H9NO5/c1-3(2)4(5(7)8)11-6(9)10/h3-4H,1-2H3,(H,7,8)"
C43NO3CO2H,"InChI=1S/C5H9NO5/c1-3-5(2,4(7)8)11-6(9)10/h3H2,1-2H3,(H,7,8)"
C4NO3CO2H,"InChI=1S/C5H9NO5/c1-2-3-4(5(7)8)11-6(9)10/h4H,2-3H2,1H3,(H,7,8)"
NC4CO2H,"InChI=1S/C5H7NO5/c1-4(2-5(7)8)3-11-6(9)10/h2H,3H2,1H3,(H,7,8)"
C65NO3CO2H,"InChI=1S/C6H11NO5/c1-2-3-4-5(6(8)9)12-7(10)11/h5H,2-4H2,1H3,(H,8,9)"
C721PAN,"InChI=1S/C8H11NO7/c1-8(2)4(6(10)11)3-5(8)7(12)15-16-9(13)14/h4-5H,3H2,1-2H3,(H,10,11)"
C811NO3,"InChI=1S/C8H13NO5/c1-8(2)5(4-14-9(12)13)3-6(8)7(10)11/h5-6H,3-4H2,1-2H3,(H,10,11)"
C823NO3,"InChI=1S/C8H13NO5/c1-6(2)7(3-4-8(10)11)5-14-9(12)13/h7H,1,3-5H2,2H3,(H,10,11)"
C811PAN,"InChI=1S/C9H13NO7/c1-9(2)5(3-6(9)8(12)13)4-7(11)16-17-10(14)15/h5-6H,3-4H2,1-2H3,(H,12,13)"
C823PAN,"InChI=1S/C9H13NO7/c1-6(2)7(3-4-8(11)12)5-9(13)16-17-10(14)15/h7H,1,3-5H2,2H3,(H,11,12)"
C137NO3,"InChI=1S/C13H21NO5/c1-9(6-7-19-14(17)18)10-8-13(2,3)11(10)4-5-12(15)16/h10-11H,1,4-8H2,2-3H3,(H,15,16)"
C137PAN,"InChI=1S/C14H21NO7/c1-9(4-7-13(18)21-22-15(19)20)10-8-14(2,3)11(10)5-6-12(16)17/h10-11H,1,4-8H2,2-3H3,(H,16,17)"
MACRNBCO2H,"InChI=1S/C4H7NO6/c1-4(8,3(6)7)2-11-5(9)10/h8H,2H2,1H3,(H,6,7)"
MACRNCO2H,"InChI=1S/C4H7NO6/c1-4(2-6,3(7)8)11-5(9)10/h6H,2H2,1H3,(H,7,8)"
C57NO3CO2H,"InChI=1S/C5H9NO7/c1-5(4(9)10,3(8)2-7)13-6(11)12/h3,7-8H,2H2,1H3,(H,9,10)"
C58NO3CO2H,"InChI=1S/C5H9NO7/c1-5(2-7,13-6(11)12)3(8)4(9)10/h3,7-8H,2H2,1H3,(H,9,10)"
INAHCO2H,"InChI=1S/C5H9NO7/c1-5(10,4(8)9)3(7)2-13-6(11)12/h3,7,10H,2H2,1H3,(H,8,9)"
INAHPCO2H,"InChI=1S/C5H9NO8/c1-5(14-12,4(8)9)3(7)2-13-6(10)11/h3,7,12H,2H2,1H3,(H,8,9)"
INANCO2H,"InChI=1S/C5H8N2O9/c1-5(4(9)10,16-7(13)14)3(8)2-15-6(11)12/h3,8H,2H2,1H3,(H,9,10)"
INB1HPCO2H,"InChI=1S/C5H9NO8/c1-5(2-7,14-6(10)11)3(13-12)4(8)9/h3,7,12H,2H2,1H3,(H,8,9)"
INB1NACO2H,"InChI=1S/C5H8N2O9/c1-5(2-8,16-7(13)14)3(4(9)10)15-6(11)12/h3,8H,2H2,1H3,(H,9,10)"
INB1NBCO2H,"InChI=1S/C5H8N2O9/c1-5(4(9)10,16-7(13)14)3(2-8)15-6(11)12/h3,8H,2H2,1H3,(H,9,10)"
INCNCO2H,"InChI=1S/C5H8N2O9/c1-5(10,2-15-6(11)12)3(4(8)9)16-7(13)14/h3,10H,2H2,1H3,(H,8,9)"
C139NO3,"InChI=1S/C13H21NO7/c1-9(6-7-15)13(20-21-14(18)19)8-12(2,3)10(13)4-5-11(16)17/h10,15H,1,4-8H2,2-3H3,(H,16,17)"
CONM2CO2H,"InChI=1S/C4H5NO6/c1-4(2-6,3(7)8)11-5(9)10/h2H,1H3,(H,7,8)"
MMALNACO2H,"InChI=1S/C5H7NO7/c1-5(2-7,13-6(11)12)3(8)4(9)10/h2-3,8H,1H3,(H,9,10)"
MMALNBCO2H,"InChI=1S/C5H7NO7/c1-5(4(9)10,3(8)2-7)13-6(11)12/h2-3,8H,1H3,(H,9,10)"
INANCOCO2H,"InChI=1S/C5H6N2O9/c1-5(4(9)10,16-7(13)14)3(8)2-15-6(11)12/h2H2,1H3,(H,9,10)"
C732NO3,"InChI=1S/C7H11NO6/c1-5(9)6(2-3-7(10)11)4-14-8(12)13/h6H,2-4H2,1H3,(H,10,11)"
C732PAN,"InChI=1S/C8H11NO8/c1-5(10)6(2-3-7(11)12)4-8(13)16-17-9(14)15/h6H,2-4H2,1H3,(H,11,12)"
C1211NO3,"InChI=1S/C12H19NO6/c1-12(2)7-8(9(12)3-4-11(15)16)10(14)5-6-19-13(17)18/h8-9H,3-7H2,1-2H3,(H,15,16)"
C1211PAN,"InChI=1S/C13H19NO8/c1-13(2)7-8(9(13)3-5-11(16)17)10(15)4-6-12(18)21-22-14(19)20/h8-9H,3-7H2,1-2H3,(H,16,17)"
C813NO3,"InChI=1S/C8H13NO7/c1-8(2,16-9(14)15)5(4-10)3-6(11)7(12)13/h5,10H,3-4H2,1-2H3,(H,12,13)"
C1212NO3,"InChI=1S/C12H19NO8/c1-11(2)7-12(9(15)5-6-14,20-21-13(18)19)8(11)3-4-10(16)17/h8,14H,3-7H2,1-2H3,(H,16,17)"
C1213NO3,"InChI=1S/C12H19NO8/c1-12(2,7-9(16)8(15)5-6-14)10(21-13(19)20)3-4-11(17)18/h10,14H,3-7H2,1-2H3,(H,17,18)"
C1310NO3,"InChI=1S/C13H21NO7/c1-9(6-7-15)10(16)8-13(2,3)11(21-14(19)20)4-5-12(17)18/h11,15H,1,4-8H2,2-3H3,(H,17,18)"
C151NO3,"InChI=1S/C15H25NO7/c1-10(18)4-5-11-12(8-14(11,2)3)15(9-17,23-16(21)22)7-6-13(19)20/h11-12,17H,4-9H2,1-3H3,(H,19,20)"
CHOOCH2NO3,"InChI=1S/C2H3NO5/c4-1-7-2-8-3(5)6/h1H,2H2"
CHOOMPAN,"InChI=1S/C3H3NO7/c5-2-9-1-3(6)10-11-4(7)8/h2H,1H2"
ETHFORMNO3,"InChI=1S/C3H5NO5/c1-3(8-2-5)9-4(6)7/h2-3H,1H3"
MMCFNO3,"InChI=1S/C3H3NO7/c5-1-9-3(6)10-2-11-4(7)8/h1H,2H2"
ACETMEPAN,"InChI=1S/C4H5NO7/c1-3(6)10-2-4(7)11-12-5(8)9/h2H2,1H3"
COO2C3PAN,"InChI=1S/C4H5NO7/c1-10-3(6)2-4(7)11-12-5(8)9/h2H2,1H3"
ETACETNO3,"InChI=1S/C4H7NO5/c1-3(6)9-4(2)10-5(7)8/h4H,1-2H3"
IPRFORMNO3,"InChI=1S/C4H7NO5/c1-4(2,9-3-6)10-5(7)8/h3H,1-2H3"
NBZFUOOH,"InChI=1S/C4H5NO7/c6-4-3(12-9)2(1-10-4)11-5(7)8/h2-3,9H,1H2"
ACCOMEPAN,"InChI=1S/C5H5NO8/c1-3(7)12-4(8)2-5(9)13-14-6(10)11/h2H2,1H3"
ACETC2PAN,"InChI=1S/C5H7NO7/c1-4(7)11-3-2-5(8)12-13-6(9)10/h2-3H2,1H3"
COO2C4PAN,"InChI=1S/C5H7NO7/c1-11-4(7)2-3-5(8)12-13-6(9)10/h2-3H2,1H3"
IPRACBNO3,"InChI=1S/C5H9NO5/c1-4(11-5(2)7)3-10-6(8)9/h4H,3H2,1-2H3"
IPRACBPAN,"InChI=1S/C5H7NO7/c1-3(11-4(2)7)5(8)12-13-6(9)10/h3H,1-2H3"
IPRACNO3,"InChI=1S/C5H9NO5/c1-4(7)10-5(2,3)11-6(8)9/h1-3H3"
MTBEAALNO3,"InChI=1S/C5H9NO5/c1-5(2,10-4-7)3-11-6(8)9/h4H,3H2,1-2H3"
MTBEAALPAN,"InChI=1S/C5H7NO7/c1-5(2,11-3-7)4(8)12-13-6(9)10/h3H,1-2H3"
NPRACANO3,"InChI=1S/C5H9NO5/c1-4(11-6(8)9)3-10-5(2)7/h4H,3H2,1-2H3"
NPRACBNO3,"InChI=1S/C5H9NO5/c1-3-5(10-4(2)7)11-6(8)9/h5H,3H2,1-2H3"
NPRACCNO3,"InChI=1S/C5H9NO5/c1-5(7)10-3-2-4-11-6(8)9/h2-4H2,1H3"
NPXYFUOOH,"InChI=1S/C5H7NO7/c1-5(13-10)3(12-6(8)9)2-11-4(5)7/h3,10H,2H2,1H3"
NTLFUOOH,"InChI=1S/C5H7NO7/c1-2-3(12-6(8)9)4(13-10)5(7)11-2/h2-4,10H,1H3"
MCOOTBNO3,"InChI=1S/C6H11NO5/c1-5(8)12-6(2,3)4-11-7(9)10/h4H2,1-3H3"
NBUACANO3,"InChI=1S/C6H11NO5/c1-5(12-7(9)10)3-4-11-6(2)8/h5H,3-4H2,1-2H3"
NBUACBNO3,"InChI=1S/C6H11NO5/c1-3-6(12-7(9)10)4-11-5(2)8/h6H,3-4H2,1-2H3"
NBUACCNO3,"InChI=1S/C6H11NO5/c1-3-4-6(11-5(2)8)12-7(9)10/h6H,3-4H2,1-2H3"
NDMMALYOOH,"InChI=1S/C6H7NO8/c1-5(14-7(10)11)3(8)13-4(9)6(5,2)15-12/h12H,1-2H3"
NEBFUOOH,"InChI=1S/C6H9NO7/c1-2-3-4(13-7(9)10)5(14-11)6(8)12-3/h3-5,11H,2H2,1H3"
NMXYFUOOH,"InChI=1S/C6H9NO7/c1-3-4(13-7(9)10)6(2,14-11)5(8)12-3/h3-4,11H,1-2H3"
NOXYFUOOH,"InChI=1S/C6H9NO7/c1-5(13-7(9)10)3-12-4(8)6(5,2)14-11/h11H,3H2,1-2H3"
NTMB1FUOOH,"InChI=1S/C6H9NO7/c1-3-6(2,14-11)4(5(8)12-3)13-7(9)10/h3-4,11H,1-2H3"
PRCOOMPAN,"InChI=1S/C6H9NO7/c1-2-3-5(8)12-4-6(9)13-14-7(10)11/h2-4H2,1H3"
SBUACANO3,"InChI=1S/C6H11NO5/c1-4-6(3,11-5(2)8)12-7(9)10/h4H2,1-3H3"
SBUACBNO3,"InChI=1S/C6H11NO5/c1-4(11-6(3)8)5(2)12-7(9)10/h4-5H,1-3H3"
TBUACPAN,"InChI=1S/C6H9NO7/c1-4(8)12-6(2,3)5(9)13-14-7(10)11/h1-3H3"
NIPBFUOOH,"InChI=1S/C7H11NO7/c1-3(2)4-5(14-8(10)11)6(15-12)7(9)13-4/h3-6,12H,1-2H3"
NMEBFUOOH,"InChI=1S/C7H11NO7/c1-3-4-5(14-8(10)11)7(2,15-12)6(9)13-4/h4-5,12H,3H2,1-2H3"
NPBFUOOH,"InChI=1S/C7H11NO7/c1-2-3-4-5(14-8(10)11)6(15-12)7(9)13-4/h4-6,12H,2-3H2,1H3"
NTMB2FUOOH,"InChI=1S/C7H11NO7/c1-4-6(2,14-8(10)11)7(3,15-12)5(9)13-4/h4,12H,1-3H3"
C1013NO3,"InChI=1S/C10H17NO5/c1-10(2)6-8(16-11(13)14)7(10)4-5-9(12)15-3/h7-8H,4-6H2,1-3H3"
C1013PAN,"InChI=1S/C11H17NO7/c1-11(2)6-7(10(14)18-19-12(15)16)8(11)4-5-9(13)17-3/h7-8H,4-6H2,1-3H3"
C1014NO3,"InChI=1S/C10H17NO6/c1-10(2,6-7-12)8(17-11(14)15)4-5-9(13)16-3/h7-8H,4-6H2,1-3H3"
C152NO3,"InChI=1S/C15H25NO7/c1-14(2)9-12(11(14)5-6-13(19)22-3)15(10-18,7-4-8-17)23-16(20)21/h8,11-12,18H,4-7,9-10H2,1-3H3"
NBZFUONE,"InChI=1S/C4H3NO6/c6-2-1-10-4(7)3(2)11-5(8)9/h3H,1H2"
C23O3CPAN,"InChI=1S/C5H5NO8/c1-3(7)5(9)12-2-4(8)13-14-6(10)11/h2H2,1H3"
ACBUONANO3,"InChI=1S/C6H9NO6/c1-4(8)3-6(12-5(2)9)13-7(10)11/h6H,3H2,1-2H3"
C23O3MCPAN,"InChI=1S/C6H7NO8/c1-3(8)5(9)13-4(2)6(10)14-15-7(11)12/h4H,1-2H3"
NEBFUONE,"InChI=1S/C6H7NO6/c1-2-3-4(8)5(6(9)12-3)13-7(10)11/h3,5H,2H2,1H3"
C23O3ECPAN,"InChI=1S/C7H9NO8/c1-3-5(14-6(10)4(2)9)7(11)15-16-8(12)13/h5H,3H2,1-2H3"
NIPBFUONE,"InChI=1S/C7H9NO6/c1-3(2)5-4(9)6(7(10)13-5)14-8(11)12/h3,5-6H,1-2H3"
NPBFUONE,"InChI=1S/C7H9NO6/c1-2-3-4-5(9)6(7(10)13-4)14-8(11)12/h4,6H,2-3H2,1H3"
DMMANO3,"InChI=1S/C3H7NO5/c1-7-2-8-3-9-4(5)6/h2-3H2,1H3"
DMMBNO3,"InChI=1S/C3H7NO5/c1-7-3(8-2)9-4(5)6/h3H,1-2H3"
ETOMENO3,"InChI=1S/C3H7NO3/c1-2-7-3-4(5)6/h2-3H2,1H3"
MEMOXYPAN,"InChI=1S/C3H5NO6/c1-8-2-3(5)9-10-4(6)7/h2H2,1H3"
ETOMEPAN,"InChI=1S/C4H7NO6/c1-2-9-3-4(6)10-11-5(7)8/h2-3H2,1H3"
IPROC21NO3,"InChI=1S/C5H11NO4/c1-4(2)9-5(3)10-6(7)8/h4-5H,1-3H3"
MTBEANO3,"InChI=1S/C5H11NO4/c1-5(2,3)9-4-10-6(7)8/h4H2,1-3H3"
MTBEBNO3,"InChI=1S/C5H11NO4/c1-5(2,9-3)4-10-6(7)8/h4H2,1-3H3"
MTBEBPAN,"InChI=1S/C5H9NO6/c1-5(2,10-3)4(7)11-12-6(8)9/h1-3H3"
BOXMPAN,"InChI=1S/C6H11NO6/c1-2-3-4-11-5-6(8)12-13-7(9)10/h2-5H2,1H3"
DIIPRETNO3,"InChI=1S/C6H13NO4/c1-5(2)10-6(3,4)11-7(8)9/h5H,1-4H3"
ETBEANO3,"InChI=1S/C6H13NO4/c1-4-10-6(2,3)5-11-7(8)9/h4-5H2,1-3H3"
ETBEAPAN,"InChI=1S/C6H11NO6/c1-4-11-6(2,3)5(8)12-13-7(9)10/h4H2,1-3H3"
